,text,good_review
6529,creamy delicious my husband tucked new pistachio gelato word say best gelato ever life original italy,Good
6530,the chocolate chip cookie dough amazing ben jerry come long way making premium product cost sometimes may high quality great paying brand worth i buy keep trying crazy flavor,Good
6531,addictive so delicious this first time ive ever tried talenti i definitely buying along flavor sweet sweet hard describe pistachio flavor awesome had use serious self control eat whole thing love pistachio chunk well i think awesome natural quality ingredient,Good
6532,"gross core i enjoyed ice cream part core disgusting it say cookie dough core i figured ""wow sound good"" i tried core awful dry nougaty chocolate like labeled i never buy flavor",Bad
6533,this far favorite ben jerry ice cream flavor im little sensitive dairy i try avoid i would gladly endure night stomach pain ice cream the day ben jerry make nondairy version best day life,Good
6534,addictive i love what wonderful blend flavor texture delicious i reminds favorite flavor disappeared long ago vanilla peanut butter swirl perhaps comeback order,Good
6535,decadent in year decade planet i ever incredible treat,Good
6536,oh god delicious yum yum yum best flavor ever have bought four far lol ill back much nore,Good
6537,a gift god alphonso mango time favorite stuff best best it extremely light refreshing essentially melt away gracefully the flavor isnt powering sweet sweet the perfect snack hot day day matter,Good
6538,why change ice cream we celebrating new year discussing häagendazs ice cream disappointed change formula please go back original ice cream we may change buying pattern,Bad
6539,dont ever leave i bought whim try something new changed life occasionally stock store panic ensues please dont ever leave the cinnamon swirl die,Good
6540,best non dairy ice cream ever i normally like anything added ice cream plain vanilla chocolate ice cream taste better real stuff i became anaphylactic yr giving ice cream hard thank breyers i feel normal,Good
6541,amazing super creamy easy spoon fantastically delicious,Good
6542,the best so perfect the caramel swirl amazing,Good
6543,number one this ice cream heavenly i never written review ice cream particular flavor life alteringplease please please send central maine area,Good
6544,mehhh disappointing this second three new core dough flavor ive tried is better chocolate chip cookie dough core one yes but much the peanut butter ice cream good vanilla ice cream chip boring the piece peanut butter cookie little bland way much ice cream dough ratio the core isok,Bad
6545,this woman creation chocolate therapy walked back ledge several occasion joking it so good chocolaty word im feel meant woman,Good
6546,love ben jerry chocolate chip cookie dough ice cream it delicious,Good
6547,so delicious this flavor always goto flavor whenever i bad day craving delicious pint ice cream definitely recommend,Good
6548,perfect ice cream best world the consistency light creamy flavor natural delicious i prefer breyers pretty much brand flavor ingredient,Good
6549,sugar corn syrup love natural vanilla ice cream wife corn allergy you originally used actual sugar have changed product include corn syrup,Good
6550,/ would recommend everyone the amount topping mixed actual ice cream great this perfect ice cream,Good
6551,glad come pint half gallon i would still eat one sitting,Good
6552,ive cream got go snack summer it creamy taste soo rich,Good
6553,this aint although i love vanilla gelato called vanilla caramel swirl there wasnt much dulce de leche i looking forward i still love gelato need dulce de leche,Bad
6554,i like ben jerry i want something little bit different they fun flavor,Bad
6555,a perfect dinner desert minty pure delight shower chocolate every bite love sustainable container reused recycled,Good
6556,omg this addictive food item world soooo delicious wonderful overwhelming coconut flavorful pineapple chunk a family rated pina colada,Good
6557,it favorite this one go flavor i purchased flavor i like jimmy fallon,Good
6558,ok great this good gelato it subtle lime flavor bit coconut note intense like one would expect key lime pie it still good tasty i would possibly buy i wouldnt buy expectation tasting tart key lime pie reviewer mentioned,Bad
6559,cookie dough basically cookie dough entire container stick ben jerry baskin robbins stuff le cost we appreciate feedback were sorry hear unsatisfying experience product we would love speak regarding concern please feel free contact u directly consumerservicescom,Bad
6560,i love carb smart so creamy delicious anything alone i dont think perfection improved also affordable pricey i would recommend highly anyone,Good
6561,disappointing pretzel evolution grew loving ice cream rarely would get anything else wa disappointed the change chocolate cover peanut butter filled pretzel simply chocolate covered able look way peanut butter swirl still meet need once changed pretzel way loaded salty pretzel really disappointing thought maybe i crazy finally came website see i one feel way,Bad
6562,love i missing ice cream year super excited find made almond milk it taste amazing i love cooky cream good thank making delicious ice cream like always i without issue hope flavor come soon maybe mint chip cookie dough definitely buying cooky n cream almond milk,Good
6563,chiptastic i usually dont like chip ice cream i loved the espresso taste perfect complement cold brew ice cream i liked chip smaller crunch this new favorite i never would guessed light ice cream,Good
6564,awesome flavor love minty taste low point ww i hourly eating yes extra hard scoop enough stop buying,Good
6565,please never stop making this okay never i think i would writing ice cream review i want let know far favorite ice cream far i tried majority flavor one world it taste exactly like pumpkin pie i really hope isnt seasonal i buy year round,Good
6566,best ice cream ever i never really eat ice cream and i hate chocolate ice cream awesome,Good
6567,googled make sure wasnt bought instead regular go tos half baked brownie batter core since new i disappointed cookie dough actually taste like brown sugar gritty i ended review i googled make sure wasnt taste bud something wrong purchase sure enough others posted thing,Bad
6568,"extremely disappointed i havent haagendazs vanilla year always go i wanted top notch star quality ice cream thats definitely case anymore when i first tasted ""new improved"" formula felt like giant downgrade quality the creamy texture sweet taste used it icy texture like use skim milk cream egg also sweet used to feel like turned ice cream frozen yogurt if i wanted frozen yogurt i would bought instead i feel like went way breyers vanilla chose profit quality changing formula i dont think i buying unless change back quality used",Bad
6569,amazing this far best ice cream ive ever so good,Good
6570,amazing love love love ice cream taste good wish sell store thanks feedback we love hearing consumer ill sharing positive feedback rest team for information regarding availability please reach u directly consumerservicescom,Good
6571,just right my favorite ice cream portion size great idea please mint chip,Good
6572,oh thunder i cold eat ice cream packed full flavor doesnt make sick it heavenly i would order case i could,Good
6573,help i loved ice cream year for last month i able find ive looked every supermarket called town even looked ordering amazon stock is discontinued,Good
6574,you try perfect dessert especially sweet tooth need spoonful hit spot,Good
6575,thank i understand review lower star product great my wish flavora rhan vanilla chocolate,Good
6576,amazing this best gelato i called daughter right away tell try one thing i wish youd change use palm oilits bad environment,Good
6577,not exact product breyers vanilla bean lactose free amazing it doesnt hurt tummy doesnt taste different it light yummy i love made real vanilla no need improvement i love price product,Good
6578,"not good ""dark chocolate"" i long fan haagen daz chocolate favorite ice cream flavor haagen daz i look elsewhere ""dark chocolate"" came now dropped ""belgian chocolate"" chocolate i forced find fix this work",Bad
6579,rich chocolate flavor smooth dense texture pure ingredient wish would introduce organic option this review collected part promotion,Good
6580,delicious this favourite flavour ben jerry the contrast rich coffee ice cream sweet crunchy toffee lovely my two main grocery store appear stopped carrying make sad i found site i searching see ben jerry discontinued,Good
6581,love my addiction but able find month store i go week what happened,Good
6582,phish food month pregnant i looove phish food ice cream little chocolate fish give bad heartburn,Good
6583,my favorite flavor this favorite ice cream currently i love vanilla waffle cone bit flavor like chocolate unfortunately i cant get anywhere within mile since newer flavor like waffle cone heath others come arent half good thats local store stock,Good
6584,classic chocolate ice cream usually purchase really cheap walmart repeat customer simplicity no frill type chocolate ice cream,Good
6585,this best ice cream ever im usually crazy ice cream generalbut i recently tried mango i totally addicted i made run grocery store get im eating / pint every night the flavor intensely mango fabulous sweet creamy full small chunk real mango well i hope becomes permanent flavor i dont know i without honestlyits that good,Good
6586,wow so husband got icecream im huge fan haagen dazs flavor like i marry seriously i lol anyway bite i fell lovethis flavor refreshing light the coconut pineapple balanced right kuddos whomever came flavor,Good
6587,favorite bj flavor this absolute favorite ben jerry flavor this dethroned chubby hubby fav,Good
6588,yum this ice cream great flavor piece reeses delicious the kid love,Good
6589,breyers vanilla snack cup creamy delicious perfectly portioned this product perfect go quick toss kid secretly indulging closet somewhere i dont share thank influenster chance try product free will back,Good
6590,the best ice cream youre cutting sugar carbs it creamy sweet doesnt funny aftertaste texture,Good
6591,yummy my favorite thing cookie dough ice cream chocolate,Good
6592,my favorite flavor this awesome it grainy like others cookie dough,Good
6593,breyers delicious ice cream i impressed breyers delight ice cream i havent purchased brand awhile recently i surprised delicious creamy ice cream most brand hard get ice cream container breyers scooped easily cleanly tasted soft fresh im impressed taste texture look forward making breyers regular brand trying different flavor i received coupon influenster sample breyers ice cream free,Good
6594,the best i received pint flavor show appreciation family i huge favor i didnt like ice cream i didnt buy ice cream faithful day i purchase two pint every trip grocery store i addicted please sell gallon size better yet single serve size that might keep eating entire pint,Good
6595,absolutely disgusting i grew small town near peach produce packing house i assure isnt real peach ice cream im peach county ga you couldnt sell drop trash anywhere near they dont even attempt sell store i moved seattle garbage people call peach ice cream if would really like real peach ice cream find peach packing house the chunk orange stuff taste nothing like peach ive ever tasted ive eaten thousand it worst ice cream i ever i better try anything new make stick basic,Bad
6596,our new ice cream flavor my husband i used eat white chocolate raspberry truffle evening one time available tried coconut caramel chocolate trio this new favorite the bad thing seems disappeared grocer freezer case any idea i could find st louis mo area,Good
6597,good ice cream brownie just finished pint i disappointed i remember better brownie but ice cream still delicious,Bad
6598,the bee knee keep fave uh thats i going write apparently i need character this one goto definitely best pistachio gelato/ice cream product ive small thing considering pistachio favorite flavor since childhood im picky just right level sweetness wellblended term actual pistachio chunk,Good
6599,surprisingly good the breyers non dairy oreo ice cream good creamy tasty everyone loved me lactose intolerant great way easier belly loved completely i buying sure i recommend friend relative love good scoop ice cream healthy snacking sure loved,Good
6600,better others im huge sweet lover surprise excellent it wasnt thin watery like cheaper brand it thick wholesome delicious it even chunk fruit absolutely definitely fan,Good
6601,cant go wrong chocolate vanilla honestly amazing great quality ice cream,Good
6602,too chunky this honestly top favorite flavor ever i wish chocolate nut chunk smaller chocolate freeze get even harder chew hurt teeth i usually eat around bigger piece eat smaller one,Bad
6603,smooth flavorednot busy i prefer “unbusy” flavor ice cream gelato thats exactly smooth consistent vanilla bean flavor i quickly devoured,Good
6604,this ice cream pretty good however never actually enough cookie dough mostly vanilla ice cream so many flavor really packed goody i dont understand doesnt cookie dough bit make dough smaller include,Bad
6605,this so good it light sweet also minty my quip price kroger publix often run deal give,Good
6606,simply delicious perfect balance ice cream chocolate crunch my new favorite,Good
6607,super yummy i surprised delicious new flavor it light sweetness amazing i definitely buy great someone like sweet also someone sweet tooth it perfect balance,Good
6608,weird texture lingering taste i always huge fan breyers ice cream spouse buy different brand i store picked vanilla time favorite peach what done ice cream it awful it taste it nearly creamy delicious it taste like brand copycat i might well buy store brand you lost customer vanilla awful,Bad
6609,pretty good i loved cold brew ice cream chocolate cookie crust however coffee liqueur truffle inside cookie crust super sweet i could handle chunk after i scooped chunk truffle crust set aside tasted much better,Good
6610,talenti one smoothest ice cream rich i like sweet sweet i want try flavor,Good
6611,delicious this best best i addicted i cant live without,Good
6612,nothing like i expected i love coconut fudge i excited see flavor unfortunately i quickly disappointed the ice cream looked nothing like picture it completely brown vanilla fudge second tasted artificially coconut i literally spit ii not “natural” flavor i expect breyers,Bad
6613,great tasting this far favorite ice cream world thank häagendazs making new favorite ice cream,Good
6614,this perfect blend brownie vanilla chocolate mixed one it pricey i dont think i would change anything flavor this always go buying brand,Good
6615,i like vanilla ice cream i dont generally buy i tend go flavor however something ice cream i love the homemade part really make huge difference taste like vanilla definitely give try i guarantee youll love make sure get homemade natural look confusing,Good
6616,blan it sound like great idea ice cream pulled the cheesecake part little flavor two chocolate side absolutly none waste going trash,Bad
6617,changed recipe the number carbs increased those watch carbs dont care fewer calorie care number carbs please change back,Bad
6618,not claim just bought red white blueberry disappointed raspberry mostly vanilla little shortbread wont buy usually ben jerry amazing not one,Bad
6619,mmmmmmmm substitute vanilla ice cream it creamy goodness soothing throat taste bud slide throat cool disrupts acid build laying stomach good sleeping night tea ice cream lovely combination i wish breyers would come vanilla tea flavor,Good
6620,this favorite ice cream ever i literally eat everyday it delicious i found youtube eating ever since,Good
6621,one best thing i ever put mouth this amazing the mini chocolate caramel truffle take top please never discontinue flavor,Good
6622,this must try pure heaven this flavor home run subtle authentic banana flavor blend perfectly creamy peanut butter crunchy chocolate chip the flavor texture heavenly please dont ever stop making winner,Good
6623,so delicious i got try flavor day i sure glad i this ice cream one beat ben jerry flavor ive,Good
6624,my favorite this favorite brand ice cream flavor good it creamy there lot container it also affordable very satisfied brand,Good
6625,ice cream i wasnt impressed ice cream cookie swirl barely well cheesecake ball the ice cream tasted little bland i dont think i purchasing flavor,Bad
6626,love love ive wanting try time im glad i i ate whole pint i regret,Good
6627,i dont even miss ice cream i currently week dairyfree diet due baby possible milk protein allergy i love dairy milk cream butter cheese yogurt ice cream so i breakdown hormone didnt help i give dairy flavor made everything ok it much better ice cream regular dairy free even though oatmeal coffee pasta sandwich pizza baked good ruined sorbetto get,Good
6628,this one favorite ben jerry ice cream it wonderful option cookie dough lover want something little interesting different i definitely recommend purchasing flavor,Good
6629,no oreo if i wanted vanilla ice cream i would purchased dug hope finding oreo luck and obviously going issue i read review,Bad
6630,ok could better the description claim layer delicious salted caramel gelato sadly lied put disgusting vanilla gelato layer worst biggest layer i ate around honestly i picked store i would seen vanilla saved money disappointment thanks leaving review new talenti layer salted caramel truffle we apologize misunderstanding flavor indeed supposed layer sea salt caramel gelato layer vanilla gelato if question concern product please reach consumer service team directly via email consumerservicescom,Bad
6631,soso purchased part holiday pack costco very simple plain ie nut chip taste like eggnog sure boring would buy,Bad
6632,im addicted i try buy delicious creamy right many ingredient also,Good
6633,breyers nondairy ice amazing can i tell eating breyers nondairy ice cream far amazing cannot tell dairy cake ice cream coworkers job decided try breyers nondairy ice cream i complaint everybody said actually going go couple people child lactose intolerant i think amazing exact ice cream tasty,Good
6634,im fan snicker breyers snicker together awesome it vanilla ice cream flavor snicker combined i think best idea came,Good
6635,amazingggg something told give try sale happy i i love pistachio ice cream feel like i tried different brand this far best i ever it perfect haagendazs go ice cream,Good
6636,hand best we love cinnamon bun i saw store i get whole family loved,Good
6637,great feature omg i say favorite flavor ever definitely understatement i buy pint practically everynight please dont ever discontinue flavor,Good
6638,my favorite core flavor i tried several core flavor favorite far it chocolate lover dream the brownie batter core decadent i love brownie chunk,Good
6639,best ever tasted raspberry tart loved big chunk chocolate really good would buy this review collected part promotion,Good
6640,taste nothing like lime this smooth creamy taste nothing like key lime pie no tartness tang vanilla flavor graham piece the product good total letdown seeking authentic key lime flavor how misleading disappointing,Bad
6641,chalky/gritty i bought flavor past weekend chalky gritty i checked sell date doesnt expire next year couldnt taste toffee well either i love flavor one let especially close dollar pint,Bad
6642,"three time this ha been offered me my husband bought three time ive eaten three time i ""squinty"" two time occasion i super thankful likely licked bowl that said i reviewing also squinty eating cheetos i also think super awesome",Bad
6643,so bomb i love flavor i love piece waffle cone dipped chocolate one,Good
6644,omg it the best hello lovely ppl best ice cream ever thus flavor make happy i absolutely love i eat whole pint one sitting thank much this make life better,Good
6645,this best ice cream good husband love u absolutely favorite chunk cookie dough swirl fudge young,Good
6646,typically love feeling disappointed i rarely buy ice cream i bought two pint husband back it delicious would limit layer time due nice chocolate crispy layer have bought time since couple day ago i bought two pint labeled chocolate barely chocolate no full layer minimal amount overall super disappointing,Bad
6647,love it good the best flavour ever it perfect balance,Good
6648,i disappointed this favorite ice cream year taste nothing like use it longer creamy bursting vanilla sour taste please go back old recipe,Bad
6649,my favorite home ice cream the chunk cookie dough giant chocolate chip big crunchy paired creamy ice cream base come together perfectly after learning ben jerry company moral i even glad pint freezer,Good
6650,holy god this sorbetto good it like eating real mango i would add photo i already ate gave container away,Good
6651,so good,Good
6652,delicious this first time ever trying brand im absolute love never ever buy im huge coffee lover help enjoy even,Good
6653,remove truffle replace black cherry this flavor nearly perfect i want give star bad chocolate truffle bottom taking away flavor they salty taste almost taste like pistachio blend well together my recommendation remove instead add black cherry compliment black cherry sauce item beyond perfection,Good
6654,the gelato tasty cheesecake disgus loved smooth gelato slightly tart raspberry taste but cheesecake bite tasted like lemon bite every time i ate one i checking ingredient lemon ingredient it got point i ate gelato spit cheesecake bite,Bad
6655,great taste this tasted amazing i actually fight family able try lol made natural ingredient awesome also tasted lot better icecream brand ive,Good
6656,no flavortasted lot like watered milk the new heaven peanut butter chip ice cream terrible no flavor little peanut butter tasted like watered milk,Bad
6657,delicious this like eating frozen puréed mango it good probably one favorite cold brew coffee,Good
6658,ive gelato italy like gelato definitely close it taste fresh refreshing the flavor great,Good
6659,why cant ice cream be ice cream i horrified recently learn despite packaged flavor “ice cream” i guess kudos marketing team bc i thought every time i bought “ice cream” i feeding family good ice cream sadly cream isnt even ingredient list use skim milk it wonder add corn syrup sugar fructose all product stay store rather come home family i wish i known sooner,Bad
6660,/ bought weekend looking forward special treat great wasnt half half like snicker / mm thats generous disappointed i really looking mini i took photo u barely see mm look like snicker icecream,Bad
6661,unique flavour tangy smooth rich first review bar worth effort after checking ingredient i surprised flavour berry chocolate came together without additional berry flavouring i dig haagendazs took advantage unique chocolate process create unique bar,Good
6662,weird taste this wa favorite ice cream i dont know guy taste weird just go back making good tasting chocolate ice cream instead messing around food lab,Bad
6663,my absolute favorite ice cream this great treat creamy i love additional chunk chocolate chip cookie dough this brother favorite dessert i also really enjoy ice cream well,Good
6664,very delicious i bought butter pecan happy i natural ingredient perfect creamy texture also high quality ingredient pecan add good flavor also go perfect together,Good
6665,terrible this ice cream flavor no one entire family liked kid refusing ice cream real,Bad
6666,impressed i like caramel sea however i didnt think i going like flavor together boywas i wrong this flavor absolutely amazing it right amount creamy caramel little chocolate caramel truffle delightful little treat within already delicious flavor my whole family hooked dont share pint lol our new family fav,Good
6667,love this one far top five i flavor honey bun piece caramel obsessed one far blow one water,Good
6668,simply best i bought another ice cream year this best ice cream available pint i ever i even gotten sick ice cream the two type cooky especially light one absolutely delicious,Good
6669,definitely try this refreshing perfect a great balance tart sweet pure mango flavor it flavor like keep running back talenti if would put effort anything swirled chunked make like effort getting perfect mango balance talenti would beat brand hand,Good
6670,i love ice cream this fav ice cream store the cookie dough super sweet blend well vanilla ice cream thank making great mixture,Good
6671,disappointed used favorite dont plan purchase toffee poor even coffee ice cream seems different good i expect better ben jerry on positive note i like urban bourbon,Bad
6672,best ice cream whole world there i said i ice cream connoisseur there none better mass produced,Good
6673,this flavor good my issue dont much caramel cookie bite photo so mostly vanilla ice cream there much cookie crunch piece even le caramel but bite get good i wish,Good
6674,i love ben jerry ice cream i hate much cost little carton do get wrong ice cream creamy taste awesome expensive,Good
6675,the reason i eat ben jerry ice cream this flavor best i didnt even crave ice cream mother law brought table help it good i eat pint day however i cant find anymore since moving brooklyn i able locate flavor ha discontinued,Good
6676,it hit this flavor exceptional imo salty caramel center generous good,Good
6677,nothing better hot day a always absolute favorite ice cream indulge the coffee flavor rich creamy melt mouth ive tried flavor none hold candle original coffee it absolutely go whenever i need splurge,Good
6678,satisfies ice cream craving the strawberry flavor delicious it really smooth little chunk strawberry mixed it taste natural i like right amount sweetness it doesnt taste full sugar i taste pure milk strawberry biting strawberry piece best part it refreshing with pint size i like eat right carton time i keep portion control with bigger size i tend eat there i like size,Good
6679,very impressed i love brewed matter so thing coffee ice cream mixed brownie batter chocolate chunk although i worried exclusive flavor may discontinued please keep ben jerry line,Good
6680,one favorite i love flavor it one favorite go making chocolate shake it excellent cone well,Good
6681,bring back uk chubby hubby best flavour ice cream ive ever tasted all element blend well together create ultimate taste sensation it good year since ive able taste though sadly longer available uk,Good
6682,awesome ice cream i love ice cream my favorite chocolate unfortunately i recently diagnosed type diabetes haagendazs doesnt make sugar free ☹,Good
6683,i love i getting ice cream mother saw ice cream brought i love the rose wine good im buying,Good
6684,awesome icecream loveeeeeeeee tired first time fell love,Good
6685,make this permanent bought whim delicious perfect balance salty sweet,Good
6686,amazing creamy ice cream perfect combination oreo chunk chocolate chip cookie dough piece love i two favorite ice cream flavor one tub great price plenty share my kid loved also received product complimentary influenster product testing review,Good
6687,another great flavor ben jerry the peanut butter cookie dough isnt favorite i dont get one anymore only downfall ben jerry price youre paying quality degree,Good
6688,perfect ice cream bar i eat coffee almond crunch snack size ice cream bar every night i go bed i think perfect size treat watch caleries great end day even dog know soon bed get couple bite plain vanilla,Good
6689,i like product three flavor one package variety is good kid diferent preference,Good
6690,it i curse day i decided treat upscale frozen treat breakup i cant stop buying talenti posse problem i still need take cat checkup i wish jewel wauconda il carried entire talenti flavor,Good
6691,this absolutely favorite ice cream flavor it right delish yet try id suggest no regret love chocolate cookie dough bite,Good
6692,ben jerry favorite brand ice cream especially cookie dough this staple grocery list,Good
6693,ice cream hold special place heart not many desert hit spot like ice cream all flavor this flavor favorite little sweet little salty just right yes affordable i always buy im craving hit right,Good
6694,"on star curve sorry throw coffee chip bus like others i comparing ""gold standard"" coffee ice cream java chip on coffee chip star average little plain coffee great star imo reason coffee chip worse coffee bad joke compared java chip grading curve one le i review person one thing motivate speak upbring back java chip several year back hd pulled i emailed back i said back dumb pull good product used sell quart stopped ive compared every coffee ice cream found even close java chipand coffee chip if dont bring back ill reveal next review/rant",Bad
6695,ive fan ben jerry ice cream half baked def favs it favorite chocolate chip cookie dough chocolate fudge brownie vanilla ice cream chocolate ice cream chunk cookie dough fudge browniesits hard imagine better combination,Good
6696,my new best ben jerry flavor i saw flavor website went local target get i love first bite i love combination peanut butter rich chocolate ice cream the cookie swirl good please dont stop making flavor it one best opinion this new favorite flavor,Good
6697,love i received coupon free container ice cream breyers my daughter i decided try reese cup reese piece kind we absolutely love buying soon yummy,Good
6698,gelato vanilla carmel breyer great tasting smooth flavor i truly enjoyed a little pricey get pay i purchase sale,Good
6699,my everything i love flavor im ashamed say i hunt different store stock,Good
6700,one best ice cream flavor this one best ice cream flavor ive ever im hard impress i loving brownie core delicious until gone i wasnt even half way pint i wish lasted end regardless i loved buying hopefully core way next time,Good
6701,amazing i love ice cream i stock time i wish came gallon though,Good
6702,coconut caramel dark chocolate nondairy bar wow these great i recently discovered i gluten/wheat/lactose intolerant world food shrunk dramatically these creamy dreamy decadent much like full dairy version thank haagen dazs remembering people like enjoy treat and safe tummy a two reviewer gave product one star bar not dairy product are available folksplease dont give bad review based expectation different product,Good
6703,seriously good horrible stuff law for decade i take bite ice cream / gelato put away often i throw month later not stuff i ate whole thing one sitting twice even ran finger around inside get the shame real i decided allow every quarter finger crossed,Good
6704,this favorite ice cream big fan ice cream i crave i suggest,Good
6705,yum this flavor amazing im huge smores person couldnt believe amazing bj go ice cream ive offically found go flavor yum,Good
6706,there lot going necessarily bad thing very chewy chocolatey,Good
6707,excellent taste crunchy tasty peppermint bark coating dark chocolate,Good
6708,used favorite please make better usually goto ice cream something last one bought icy lost major flavor very little cookie piece small amount core,Bad
6709,yummmmy i impressed breyers french vanilla ice cream it great smooth consistency easy scoop the flavor excellent nice rich package describes i generally purchase ice cream chunk swirl this nice addition future ice cream purchase i used snack bowl pie topper also make milk shake,Good
6710,great ice cream great flavor right long hot afternoon outside would definitely recommend,Good
6711,great product great price i excited see product sold local walmart ive checked many store found nondairy ice cream stored half gallon size the taste much better nondairy ice cream similar calorie the price beat even friend eat dairy enjoy dessert,Good
6712,softer soft serve my family gotten flavor gelato time the first time soft softer soft serve ice cream we tried second time weather cooler case softened much transport also usually use hard cooler ice pack transport anything frozen first time again soft softer first time because dad love vanilla ice cream decided try flavor gelato one time the third time charm the flavor okay however every container tried turned soft icy id wash hand getting dish would half melted time i done we even tried changing location freezer case one area might slightly colder another also tried using chilled dish however nothing seemed make difference i think time family give flavor,Bad
6713,strawberry cheesecake core best i never find anymore make sad,Good
6714,my absolute favorite my local store sold completely flavor word coming back i love the banana good it better version chunky monkey the cup perfect,Good
6715,best flavor ice cream hand down and doesnt love the tonight show absolutely best one compete ben jerry,Good
6716,my go i love texture gelato the flavor arent overly sweet make really appreciate dense carmel swirl,Good
6717,my favorite coffee flavor ice creamis favorite all brand taste sam haagen dazs choice i even spoonful breakfast although expensive size i normally catch sale,Good
6718,best cookie ever love taste it amazing but since pandemic i havent found did guy stop making please say aint,Good
6719,it i cream cookie dough if like cookie dough youll enjoy it sweet creamy little expensive worth indulgence,Good
6720,ugh good it pricey small carton really budget eat time but still yummy,Good
6721,taste amazing omgggg i looking mint fudge cookie i finallly found today it taste amazing i could eaten whole thing taste like thin mint delicious delicious i would recommend product anyone,Good
6722,marvelous flavor first bite i hook deliscious /had small size ice cream packed much flavor ❤️haagan daz double stock go away really fast,Good
6723,banana ice cream perfect i loved banana ice cream didnt artificial banana flavor combined walnut reminded banana bread i didnt care chocolate chunk i wish fudge swirl instead i wish another banana flavor combined peanut butter caramel cheesecake,Good
6724,the best one every time wife i buy gelato im always searching one usually cant find it bar far best flavor,Good
6725,yummy it tasted like full fat stuff it creamy delicious i curious try but little pint i dont think weekly rotation really really good far expensive,Good
6726,boring see issue im going spend calorie one sitting ice cream eat whole pint working hard burn enough calorie eat i want melt first bite feel euphoria every spoonful so many ben jerry flavor but flavor ok way im going eat there nothing wrong really flavor i found ice cream grainy flavor boring truffle didnt i love ben jerry pint favorite way spend calorie i cant justify eating boring one my wife liked well enough wasnt wowed either i remember first bite phish food half baked one sweet world many others made melt pool euphoric joy thats i need pint,Bad
6727,i recently chance try ice cream i work we building foot banana split local good humor plant donated ice cream event everyone loved complaint we still several carton left sometimes use snack time it taste sweet creamy i fan vanilla ice cream sometimes use top cobbler i eat i add topping it taste like would expect vanilla ice cream taste,Good
6728,whats love with peanut butter cup chocolate toffee chunk chocolaty almond white chocolate deliciousness thing would make flavor better whipped cream but i guess thats,Good
6729,my favorite the coffee flavor one i buywhen i find when go sale fly shelf i usually make several trip local grocery store i find itsometimes i get raincheck i noticed flavor different varies color texture i love darker harder ice cream,Good
6730,let this first time i ever disappointed ben jerry pint the milk cooky flavor icecream rather plain sugary i wish texture going and core tasted like ball sugar it anything i couldnt eat also wasnt anything i enjoying eating,Bad
6731,love oreo cream ice cream breyers id great brand pricy i highly recommend it good,Good
6732,best ben jerry flavor ever please never stop making flavor the salted core perfect get small amount core spoonful along chunk blonde ice cream die,Good
6733,im hooked saw ad tried swooned it world want try flavor addicted thanks thrill,Good
6734,i love take mint chocolate ice cream great peppermint ice cream base oreo what great combo,Good
6735,not creamy ive always bought haagen dazs pint never tried ice cream bar im quite disappointed texture ice cream compared pint it doesnt seem creamy not sure whats going since fat content still seems high ice cream isnt melting quickly taste like milk mouth instead creamy mouthfeel im used haagen dazs it also disappointing compared competing brand taste creamy despite lower fat content many filler ingredient i really hoping haagen dazs better wasnt an issue i wouldnt thought issue compared competing brand fact chocolate coating break get everywhere for reason happens haagen dazs,Bad
6736,no stock supermarket this favorite flavor haagen dazs product completely missing tx i used find selected heb available well i sure production rum raisin ice cream stopped,Good
6737,bliss box my new favorite thing world seriously perfection i wish i could buy bigger box three enough i ashamed admit i sent husband back store buy one night,Good
6738,delicious the layer perfect your flavor super delicious,Good
6739,any ice cream delicious but i addicted half baked kind so many different flavor ice cream,Good
6740,awesome one top favorite ben jerry icecream,Good
6741,since i little ben jerry cookie dough ice cream one favorite it little expensive brand flavor worth i buy definitely recommend trying,Good
6742,talenti pretty expensive individual container stuff worth it may healthiest option healthier lot ice cream even though gelato still rich taste great it great alternative ice cream,Good
6743,oreo one best flavor ever made i like breyers soft serve ice cream favorite getting bigger box great share others eat whole thing,Good
6744,this flavor ive tried ben jerry i love it great flavor i love cherry chocolate flake i get walmart reasonable price my favorite flavor ice cream / recommend,Good
6745,cookie dough core i brought ice cream i love ben jerry cookie dough i thought goodness cooky dough wrong cookie dough middle big deal cookie dough gritty taste like sugar horrible the reason star cookie milk ice cream die cookie disgusting this best thing get eat around cookie dough core,Bad
6746,who doesnt eat bryers the best vanilla ice cream ever pair perfectly slice pie alone breyers hand best ice cream,Good
6747,one favorite it made many favorite ben jerry flavor really i love anything cookie dough,Good
6748,should permanent flavor this achieved late night snack could notit fantastic flavor the chip swirl perfect salt content potato taste they stay crispy great complement thin crunch chocolate chip smooth almost milk chocolate ice cream this should be a permanent flavor it so good,Good
6749,this good nice amount chunk within ice cream ive couple time like flavor better,Good
6750,my favorite i love flavor i loved oatmeal cookie chunk flavor discontinued awhile back always sad got rid when i saw flavor knew lot like old one i happy my husband i love cant put tub till empty haha please never get rid flavor,Good
6751,yammey i love taste coffee ice cream best taste i love brand good snake good hot summer snake i give five star review i wood give like review,Good
6752,my go ice cream the thing lot calorie one small tub i want eat cant,Good
6753,one best cookie dough store bought ice cream there lot cookie dough great quality price,Good
6754,"best dessert everbar none this ice cream simply magnificent i first tasted two year ago ""special offering"" christmas time i able find yesterday please please make standard offering",Good
